Commodity Code,O*NET-SOC Code,O*NET-SOC Title,T2 Type,T2 Example,Commodity Title
27111602,"49-9021.02","Refrigeration Mechanics and Installers","Tools","Hammers","Hammers"
27111602,"49-9041.00","Industrial Machinery Mechanics","Tools","Brass hammers","Hammers"
27111602,"49-9041.00","Industrial Machinery Mechanics","Tools","Hammers","Hammers"
27111602,"49-9042.00","Maintenance and Repair Workers, General","Tools","Claw hammers","Hammers"
27111602,"49-9043.00","Maintenance Workers, Machinery","Tools","Hammers","Hammers"
27111602,"49-9043.00","Maintenance Workers, Machinery","Tools","Sledgehammers","Hammers"
27111602,"49-9044.00","Millwrights","Tools","Claw hammers","Hammers"
27111602,"49-9044.00","Millwrights","Tools","Steel hammers","Hammers"
27111602,"49-9051.00","Electrical Power-Line Installers and Repairers","Tools","Hammers","Hammers"
27111602,"49-9051.00","Electrical Power-Line Installers and Repairers","Tools","Sledgehammers","Hammers"
27111602,"49-9062.00","Medical Equipment Repairers","Tools","Electrician's hammers","Hammers"
27111602,"49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","Tools","Claw hammers","Hammers"
27111602,"51-2031.00","Engine and Other Machine Assemblers","Tools","Nylon hammers","Hammers"
27111602,"51-2092.00","Team Assemblers","Tools","Nylon hammers","Hammers"
27111602,"51-4041.00","Machinists","Tools","Brass hammers","Hammers"
27111602,"51-4041.00","Machinists","Tools","Machinists' hammers","Hammers"
27111602,"51-4041.00","Machinists","Tools","Sledgehammers","Hammers"
27111602,"51-4081.00","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Tools","Claw hammers","Hammers"
27111602,"51-4121.07","Solderers and Brazers","Tools","Hammers","Hammers"
27111602,"51-4122.00","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Tools","Ball peen hammers","Hammers"
27111602,"51-7011.00","Cabinetmakers and Bench Carpenters","Tools","Claw hammers","Hammers"
27111602,"51-9012.00","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Tools","Claw hammers","Hammers"
27111602,"51-9021.00","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Tools","Claw hammers","Hammers"
27111602,"53-7021.00","Crane and Tower Operators","Tools","Ball peen hammers","Hammers"
27111602,"53-7021.00","Crane and Tower Operators","Tools","Claw hammers","Hammers"
27111602,"53-7021.00","Crane and Tower Operators","Tools","Sledgehammers","Hammers"
27111602,"53-7032.00","Excavating and Loading Machine and Dragline Operators","Tools","Claw hammers","Hammers"
27111602,"53-7064.00","Packers and Packagers, Hand","Tools","Claw hammers","Hammers"
27111603,"47-2181.00","Roofers","Tools","Slaters' anvils","Anvils"
27111603,"49-3023.01","Automotive Master Mechanics","Tools","Anvils","Anvils"
27111603,"51-4121.06","Welders, Cutters, and Welder Fitters","Tools","Anvils","Anvils"
27111604,"47-2181.00","Roofers","Tools","Carpenters' hatchets","Hatchets"
27111604,"47-2181.00","Roofers","Tools","Wood shingling hatchets","Hatchets"
27111605,"17-3022.00","Civil Engineering Technicians","Tools","Picks","Picks"
27111605,"19-2042.00","Geoscientists, Except Hydrologists and Geographers","Tools","Rock picks","Picks"
27111605,"19-3091.02","Archeologists","Tools","Rock picks","Picks"
27111605,"47-2021.00","Brickmasons and Blockmasons","Tools","Picks","Picks"
27111605,"47-2061.00","Construction Laborers","Tools","Mattocks","Picks"
27111605,"47-2073.00","Operating Engineers and Other Construction Equipment Operators","Tools","Picks","Picks"
27111605,"47-4051.00","Highway Maintenance Workers","Tools","Picks","Picks"
27111605,"51-9021.00","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Tools","Picks","Picks"
27111607,"47-2152.02","Plumbers","Tools","Swaging tools","Swaging tools"
27111607,"47-2181.00","Roofers","Tools","Rotary machines","Swaging tools"
27111607,"49-9021.02","Refrigeration Mechanics and Installers","Tools","Swaging tools","Swaging tools"
27111607,"51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Tools","Bearing staking tools","Swaging tools"
27111607,"51-2092.00","Team Assemblers","Tools","Bearing staking tools","Swaging tools"
27111607,"51-2092.00","Team Assemblers","Tools","Swaging tools","Swaging tools"
27111607,"51-4041.00","Machinists","Tools","Swaging equipment","Swaging tools"
27111607,"51-9082.00","Medical Appliance Technicians","Tools","Swaging equipment","Swaging tools"
27111701,"15-1041.00","Computer Support Specialists","Tools","Screwdrivers","Screwdrivers"
27111701,"17-3021.00","Aerospace Engineering and Operations Technicians","Tools","Offset screwdrivers","Screwdrivers"
27111701,"17-3023.01","Electronics Engineering Technicians","Tools","Screwdrivers","Screwdrivers"
27111701,"17-3027.00","Mechanical Engineering Technicians","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"25-9011.00","Audio-Visual Collections Specialists","Tools","Screwdriver sets","Screwdrivers"
27111701,"29-1121.00","Audiologists","Tools","Jeweler's screwdrivers","Screwdrivers"
27111701,"29-2081.00","Opticians, Dispensing","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"33-2011.01","Municipal Fire Fighters","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"33-2011.01","Municipal Fire Fighters","Tools","Straight screwdrivers","Screwdrivers"
27111701,"33-3021.02","Police Identification and Records Officers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"39-9021.00","Personal and Home Care Aides","Tools","Screwdrivers","Screwdrivers"
27111701,"41-1011.00","First-Line Supervisors/Managers of Retail Sales Workers","Tools","Screwdrivers","Screwdrivers"
27111701,"41-2021.00","Counter and Rental Clerks","Tools","Screwdrivers","Screwdrivers"
27111701,"41-2031.00","Retail Salespersons","Tools","Screwdrivers","Screwdrivers"
27111701,"47-1011.00","First-Line Supervisors/Managers of Construction Trades and Extraction Workers","Tools","Flat screwdrivers","Screwdrivers"
27111701,"47-1011.00","First-Line Supervisors/Managers of Construction Trades and Extraction Workers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"47-2031.01","Construction Carpenters","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"47-2031.02","Rough Carpenters","Tools","Multi-tip screwdrivers","Screwdrivers"
27111701,"47-2031.02","Rough Carpenters","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"47-2031.02","Rough Carpenters","Tools","Straight screwdrivers","Screwdrivers"
27111701,"47-2061.00","Construction Laborers","Tools","Screwdrivers","Screwdrivers"
27111701,"47-2081.00","Drywall and Ceiling Tile Installers","Tools","Drywall screwdrivers","Screwdrivers"
27111701,"47-2082.00","Tapers","Tools","Screwdrivers","Screwdrivers"
27111701,"47-2111.00","Electricians","Tools","Cabinet tip screwdrivers","Screwdrivers"
27111701,"47-2111.00","Electricians","Tools","Conduit fitting and reaming screwdrivers","Screwdrivers"
27111701,"47-2111.00","Electricians","Tools","Insulated screwdrivers","Screwdrivers"
27111701,"47-2111.00","Electricians","Tools","Round shank screwdrivers","Screwdrivers"
27111701,"47-2111.00","Electricians","Tools","Square shank screwdrivers","Screwdrivers"
27111701,"47-2121.00","Glaziers","Tools","Robertson screwdrivers","Screwdrivers"
27111701,"47-2121.00","Glaziers","Tools","Screwdrivers","Screwdrivers"
27111701,"47-2132.00","Insulation Workers, Mechanical","Tools","Screwdrivers","Screwdrivers"
27111701,"47-2141.00","Painters, Construction and Maintenance","Tools","Screwdrivers","Screwdrivers"
27111701,"47-2152.01","Pipe Fitters and Steamfitters","Tools","Flat screwdrivers","Screwdrivers"
27111701,"47-2152.01","Pipe Fitters and Steamfitters","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"47-2152.02","Plumbers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"47-2211.00","Sheet Metal Workers","Tools","Screwdrivers","Screwdrivers"
27111701,"47-2221.00","Structural Iron and Steel Workers","Tools","Flat screwdrivers","Screwdrivers"
27111701,"47-2221.00","Structural Iron and Steel Workers","Tools","Robertson screwdrivers","Screwdrivers"
27111701,"47-3012.00","Helpers--Carpenters","Tools","Straight screwdrivers","Screwdrivers"
27111701,"47-3013.00","Helpers--Electricians","Tools","Cabinet tip screwdrivers","Screwdrivers"
27111701,"47-3013.00","Helpers--Electricians","Tools","Insulated screwdrivers","Screwdrivers"
27111701,"47-3013.00","Helpers--Electricians","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"47-3013.00","Helpers--Electricians","Tools","Screwdrivers","Screwdrivers"
27111701,"47-3015.00","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"47-4021.00","Elevator Installers and Repairers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"47-4021.00","Elevator Installers and Repairers","Tools","Screwdrivers","Screwdrivers"
27111701,"47-4041.00","Hazardous Materials Removal Workers","Tools","Screwdrivers","Screwdrivers"
27111701,"49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","Tools","Screwdrivers","Screwdrivers"
27111701,"49-2096.00","Electronic Equipment Installers and Repairers, Motor Vehicles","Tools","Offset screwdrivers","Screwdrivers"
27111701,"49-2096.00","Electronic Equipment Installers and Repairers, Motor Vehicles","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-3022.00","Automotive Glass Installers and Repairers","Tools","Ratcheting screwdrivers","Screwdrivers"
27111701,"49-3023.01","Automotive Master Mechanics","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-3023.01","Automotive Master Mechanics","Tools","Straight blade screwdrivers","Screwdrivers"
27111701,"49-3023.02","Automotive Specialty Technicians","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Ratcheting screwdrivers","Screwdrivers"
27111701,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Slotted screwdrivers","Screwdrivers"
27111701,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Straight screwdrivers","Screwdrivers"
27111701,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Slotted screwdrivers","Screwdrivers"
27111701,"49-9021.02","Refrigeration Mechanics and Installers","Tools","Screwdrivers","Screwdrivers"
27111701,"49-9041.00","Industrial Machinery Mechanics","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-9042.00","Maintenance and Repair Workers, General","Tools","Flat blade screwdrivers","Screwdrivers"
27111701,"49-9062.00","Medical Equipment Repairers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","Tools","Straight screwdrivers","Screwdrivers"
27111701,"51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Tools","Straight screwdrivers","Screwdrivers"
27111701,"51-2031.00","Engine and Other Machine Assemblers","Tools","Flat screwdrivers","Screwdrivers"
27111701,"51-2041.00","Structural Metal Fabricators and Fitters","Tools","Straight screwdrivers","Screwdrivers"
27111701,"51-4041.00","Machinists","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"51-4041.00","Machinists","Tools","Spindle blade screwdrivers","Screwdrivers"
27111701,"51-4111.00","Tool and Die Makers","Tools","Flat blade screwdrivers","Screwdrivers"
27111701,"51-4111.00","Tool and Die Makers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"51-5023.00","Printing Machine Operators","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"51-7011.00","Cabinetmakers and Bench Carpenters","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"51-7011.00","Cabinetmakers and Bench Carpenters","Tools","Straight screwdrivers","Screwdrivers"
27111701,"51-8021.00","Stationary Engineers and Boiler Operators","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"51-9012.00","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"51-9012.00","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Tools","Straight screwdrivers","Screwdrivers"
27111701,"51-9021.00","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Tools","Straight screwdrivers","Screwdrivers"
27111701,"51-9023.00","Mixing and Blending Machine Setters, Operators, and Tenders","Tools","Straight screwdrivers","Screwdrivers"
27111701,"51-9111.00","Packaging and Filling Machine Operators and Tenders","Tools","Straight screwdrivers","Screwdrivers"
27111701,"51-9198.00","Helpers--Production Workers","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"53-1031.00","First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators","Tools","Straight screwdrivers","Screwdrivers"
27111701,"53-7021.00","Crane and Tower Operators","Tools","Straight screwdrivers","Screwdrivers"
27111701,"53-7032.00","Excavating and Loading Machine and Dragline Operators","Tools","Phillips head screwdrivers","Screwdrivers"
27111701,"53-7032.00","Excavating and Loading Machine and Dragline Operators","Tools","Straight screwdrivers","Screwdrivers"
27111702,"47-2071.00","Paving, Surfacing, and Tamping Equipment Operators","Tools","Nut drivers","Nut drivers"
27111702,"47-2211.00","Sheet Metal Workers","Tools","Nut drivers","Nut drivers"
27111702,"47-3013.00","Helpers--Electricians","Tools","Insulated nutdrivers","Nut drivers"
27111702,"47-3015.00","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Tools","Universal nut wrenches","Nut drivers"
27111702,"47-4041.00","Hazardous Materials Removal Workers","Tools","Nut drivers","Nut drivers"
27111702,"49-2091.00","Avionics Technicians","Tools","Nut drivers","Nut drivers"
27111702,"49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","Tools","Nut drivers","Nut drivers"
27111702,"49-3021.00","Automotive Body and Related Repairers","Tools","Nut drivers","Nut drivers"
27111702,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Nut drivers","Nut drivers"
27111702,"49-9042.00","Maintenance and Repair Workers, General","Tools","Universal nut wrenches","Nut drivers"
27111702,"49-9051.00","Electrical Power-Line Installers and Repairers","Tools","Nut drivers","Nut drivers"
